8709207,1.2416
11287582,0.893942
9650960,0.885667
12610128,0.874166
8553535,0.833873
12518224,0.781567
11044077,0.731224
11160736,0.676926
12560332,0.591439
12857908,0.513459
11886254,0.472976
9420209,0.465449
12663788,0.445007
7933109,0.412215
11163673,0.377966
8289365,0.329202
9018146,0.324218
11878901,0.317798
9568045,0.308814
9784363,0.308814
10873782,0.296885
10364381,0.290638
7831768,0.282974
7491757,0.262201
11158207,0.247392
12050360,0.237328
11602792,0.237328
10233949,0.237328
11145916,0.236946
11040122,0.229161
11581419,0.229161
10559364,0.229161
11499923,0.228018
9060658,0.225684
11243812,0.225684
11883199,0.221892
9465097,0.211446
12566713,0.211446
7523700,0.205146
10364505,0.202518
9811779,0.202518
12033775,0.202518
8615005,0.201
7494284,0.201
9372953,0.188966
8551571,0.188966
9557678,0.188966
7666533,0.188966
12663770,0.185946
10362134,0.185946
8139029,0.180723
8200503,0.180723
8178438,0.180723
12706096,0.180723
12208977,0.180723
12033769,0.180723
8764516,0.180723
14517069,0.180723
7561785,0.180723
8957670,0.1755
10573627,0.1755
12890615,0.1755
9343214,0.1755
8806551,0.1755
9032384,0.1755
8825715,0.1755
12584306,0.1755
11682199,0.1755
8973339,0.1755
9469843,0.1755
11289806,0.1755
7595373,0.1755
9298727,0.1755
9060652,0.1755
9234794,0.1755
9311816,0.1755
10918034,0.1755
8601783,0.1755
9261437,0.1755
10971133,0.1755
9636375,0.15
11121865,0.15
10712890,0.15
8525612,0.15
7778283,0.15
7745672,0.15
12482659,0.15
11967289,0.15
12840887,0.15
7815562,0.15
8151305,0.15
8957669,0.15
12533712,0.15
